algorithm,error,error_type,phase,repetition,timestamp_epoch
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,89,1777405750.0264118
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,89,1777405759.1035776
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,90,1777405762.0616586
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,90,1777405769.3051524
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,91,1777405773.7944753
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,91,1777405779.4226816
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,92,1777405782.2922099
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,92,1777405786.4059253
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,93,1777405788.9770646
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,93,1777405793.0929341
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,94,1777405795.7063744
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,94,1777405799.9129431
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,95,1777405802.6431344
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,95,1777405806.804717
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,96,1777405809.5631342
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,96,1777405815.4730282
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,97,1777405818.4563184
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,98,1777405832.3040187
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,98,1777405838.2618387
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,99,1777405841.4386582
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,99,1777405845.7664993
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,100,1777405848.4610891
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,100,1777405852.8078177
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,101,1777405857.1736083
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,102,1777405873.95715
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,102,1777405883.3999517
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,103,1777405886.1398697
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,103,1777405894.0586166
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,104,1777405895.9763792
bae,"'Replay requested k=33, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,104,1777405907.2905874
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,105,1777405909.9496872
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,105,1777405914.4974446
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,106,1777405917.1082008
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,106,1777405923.4628253
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,107,1777405926.5538456
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,107,1777405932.8716938
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,108,1777405935.5460691
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,108,1777405940.1153631
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,109,1777405942.903469
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,109,1777405951.264911
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,110,1777405953.9398074
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,111,1777405973.2531042
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,111,1777405983.4675665
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,112,1777405986.6059108
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,112,1777405993.0761225
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,113,1777405995.880143
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,113,1777406006.1289294
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,114,1777406008.9248753
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,114,1777406015.5638766
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,115,1777406018.5558581
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,115,1777406023.6711645
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,116,1777406026.567199
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,116,1777406033.344452
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,117,1777406036.067297
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,117,1777406050.5879698
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,118,1777406053.5883322
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,118,1777406064.4837992
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,119,1777406066.3241029
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,120,1777406081.1670105
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,120,1777406086.227938
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,121,1777406091.8121305
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,121,1777406104.4469857
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,122,1777406107.0680034
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,122,1777406112.1719728
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,123,1777406114.070851
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,123,1777406121.1113243
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,124,1777406122.7645202
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,124,1777406133.675453
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,125,1777406136.6893508
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,126,1777406152.4489255
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,126,1777406159.5318208
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,127,1777406162.52935
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,127,1777406167.8431659
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,128,1777406170.4434683
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,128,1777406184.0705397
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,129,1777406187.0198143
bae,"'Replay requested k=32, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,129,1777406196.4542947
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,130,1777406199.4584365
bae,"'Replay requested k=26, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,130,1777406205.0331583
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,131,1777406210.6547117
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,132,1777406226.8126602
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,132,1777406236.408831
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,133,1777406239.3070567
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,133,1777406248.936024
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,134,1777406252.3917634
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,135,1777406268.0369148
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,135,1777406280.0952227
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,136,1777406282.5545871
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,137,1777406299.197682
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,138,1777406319.0476055
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,138,1777406324.741898
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,139,1777406327.8451009
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,139,1777406339.9648716
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,140,1777406343.0165274
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,141,1777406363.6575885
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,142,1777406381.2041855
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,143,1777406401.7498171
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,143,1777406414.384009
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,144,1777406417.1228275
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,144,1777406423.2048502
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,145,1777406425.4112155
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,145,1777406433.5973868
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,146,1777406434.693723
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,147,1777406454.9084368
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,147,1777406460.9436307
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,148,1777406463.7804277
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,149,1777406484.4435666
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,149,1777406490.5743437
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,150,1777406494.263704
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,150,1777406507.5053215
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,151,1777406511.9651892
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,151,1777406527.5748808
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,152,1777406530.3030937
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,152,1777406538.8556046
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,153,1777406541.7369354
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,153,1777406555.0836768
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,154,1777406557.855018
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,154,1777406574.2398384
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,155,1777406577.04662
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,155,1777406585.7424128
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,156,1777406588.419402
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,156,1777406601.9624507
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,157,1777406604.7716248
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,157,1777406618.4320345
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,158,1777406621.4598246
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,158,1777406627.9233377
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,159,1777406630.7780318
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,160,1777406649.8098807
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,160,1777406658.841233
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,161,1777406665.039061
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,161,1777406678.895383
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,162,1777406680.6760335
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,162,1777406687.3299918
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,163,1777406690.205953
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,163,1777406696.8286858
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,164,1777406699.8257957
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,164,1777406708.8983514
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,165,1777406711.634629
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,166,1777406731.4617035
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,166,1777406745.574361
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,167,1777406748.7214937
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,167,1777406758.1278465
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,168,1777406760.9465485
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,168,1777406775.3394394
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,169,1777406778.0822415
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,169,1777406792.4523194
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,170,1777406795.0401533
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,170,1777406806.891258
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,171,1777406811.4502761
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,171,1777406820.8954873
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,172,1777406823.1450634
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,172,1777406835.1938794
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,173,1777406837.888895
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,173,1777406847.4288821
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,174,1777406848.3655465
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,174,1777406852.9970748
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,175,1777406855.8953562
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,175,1777406862.9038553
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,176,1777406864.8714483
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,176,1777406879.8799813
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,177,1777406881.70484
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,178,1777406901.0696454
